Number,Type,Name,Route
6102/3,EIP,,WrocławGł._OpoleGł._Lubliniec_CzęstochowaStr._WarszawaCentr._WarszawaWsch.
61100/1,TLK,ORZESZKOWA,SzklarskaPorębaGórna_JeleniaGóra_WałbrzychGł._WrocławGł._OpoleGł._Lubliniec_Częstochowa_PiotrkówTrybunalski_Koluszki_WarszawaCentr._WarszawaWsch.
61100/1,TLK,ORZESZKOWA,JeleniaGóra_WałbrzychGł._WrocławGł._OpoleGł._Lubliniec_Częstochowa_PiotrkówTrybunalski_Koluszki_WarszawaCentr._WarszawaWsch.
61102/3,IC,DĄBROWSKA,WrocławGł._OleśnicaRataje_Krotoszyn_OstrówWlkp._ZduńskaWola_ŁódźWidzew_Skierniewice_WarszawaCentr._Małkinia_Białystok
61104/5,IC,NAŁKOWSKA,WrocławGł._OpoleGł._Lubliniec_CzęstochowaStr._PiotrówTryb._Skierniewice_WarszawaCentr._Małkinia_Białystok
61170/1,TLK,KARKONOSZE,JeleniaGóra_Wałbrzych_WrocławGł._OpoleGł._StrzelceOpolskie_Katowice_Zawiercie_Częstochowa_WarszawaCentr._WarszawaWsch.
61190/1,TLK,KARKONOSZE,SzklarskaPorębaGórna_JeleniaGóra_Wałbrzych_WrocławGł._OpoleGł._StrzelceOpolskie_Katowice_Zawiercie_Częstochowa_WarszawaCentr._WarszawaWsch.
6120/1,IC,ASNYK,WrocławGł._OleśnicaRataje_Krotoszyn_OstrówWlkp._ZduńskaWola_Pabianice_ŁódźWidzew_Koluszki_Skierniewice_WarszawaCentr._WarszawaWsch.
6122/3,IC,BACZYŃSKI,WrocławGł._OleśnicaRataje_Krotoszyn_OstrówWlkp._ZduńskaWola_ŁódźWidzew_Koluszki_Skierniewice_WarszawaCentr._WarszawaWsch.
6124/5,IC,FREDRO,WrocławGł._OpoleGł._Lubliniec_Częstochowa_PiotrkówTryb._Koluszki_Skierniewice_WarszawaGdańska_WarszawaWsch.
6126/7,IC,ŁUŻYCE,Zgorzelec_Węgliniec_Legnica_WrocławGł._OleśnicaRataje_Krotoszyn_OstrówWlkp._ZduńskaWola_ŁódźWidzew_Koluszki_Skierniewice_WarszawaGdańska_WarszawaWsch.
6128/9,IC,OLEŃKA,WrocławGł._OpoleGł._Lubliniec_Częstochowa_PiotrkówTryb._Koluszki_Skierniewice_WarszawaGdańska_WarszawaWsch.
6150/1,IC,ŚNIEŻKA,SzklarskaPorębaGórna_JeleniaGóra_WałbrzychMiasto_JaworzynaŚl._WrocławGł._OpoleGł._CzęstochowaStr._OpocznoPłd._WarszawaCentr._WarszawaWsch.
6150/1,IC,ŚNIEŻKA,SzklarskaPorębaGórna_JeleniaGóra_WałbrzychMiasto_JaworzynaŚl._WrocławGł._OpoleGł._CzęstochowaStr._OpocznoPłd._WarszawaCentr._WarszawaWsch.
62100/1,IC,BOLKO,WrocławGł._OpoleGł._Gliwice_Katowice_Zawiercie_Kielce_RadomGł._PuławyMiasto_LublinGł.
62102/3,IC,MORCINEK,WrocławGł._OpoleGł._Lubliniec_CzęstochowaStradom_Włoszczowa_Kielce_RadomGł._PuławyMiasto_LublinGł.
6220/1,IC,KONOPNICKA,WrocławGł._OleśnicaRataje_Krotoszyn_OstrówWlkp._ZduńskaWola_ŁódźWidzew_Skierniewice_Koluszki_WarszawaCentr._Pilawa_Dęblin_PuławyMiasto_LublinGł.
6300/1,IC,WYSPIAŃSKI,WrocławGł._OpoleGł._Gliwice_Katowice_KrakówGł._Tarnów_RzeszówGł._PrzemyślGł.
6304/5,IC,GROTTGER,WrocławGł._OpoleGł._Katowice_KrakówGł._RzeszówGł._PrzemyślGł.
63100/1,IC,BOZNAŃSKA,WrocławGł._OpoleGł._Katowice_KrakówGł.
63102/3,TLK,SUDETY,JeleniaGóra_WałbrzychMiasto_JaworzynaŚląska_KędzierzynKoźle_Katowice_Mysłowice_KrakówGł.
63104/5,IC,SIEMIRADZKI,WrocławGł._OpoleGł._Katowice_KrakówGł._RzeszówGł._PrzemyślGł.
63110/1,TLK,WETLINA,KłodzkoMiasto_KamieniecZąbkowicki_OpoleGł._Gliwice_Katowice_KrakówGł._Tarnów_Jasło_Zagórz
64174/5,TLK,WOLIN ,WrocławGł._OpoleGł._KędzierzynKoźle_BielskoBiałaGł.
6500/1,IC,POMORZANIN,JeleniaGóra_Wałbrzych_WrocławGł._Leszno_PoznańGł._Inowrocław_BydgoszczGł._Tczew_GdyniaGł.
6500/1,IC,POMORZANIN,WrocławGł._Leszno_PoznańGł._Inowrocław_BydgoszczGł._Tczew_GdyniaGł.
6502/3,IC,HEWELIUSZ,WrocławGł._Leszno_PoznańGł._Gniezno_Inowrocław_BydgoszczGł._Tczew_GdyniaGł.
6504/5,IC,MIESZKO,WrocławGł._Leszno_PoznańGł._Inowrocław_BydgoszczGł._Tczew_GdańskGł._GdyniaGł.
6504/5,IC,MIESZKO,WrocławGł._Leszno_PoznańGł._Inowrocław_BydgoszczGł._Tczew_GdańskGł._GdyniaGł.
65100/1,IC,JEZIORAK,WrocławGł._Leszno_PoznańGł._Gniezno_Inowrocław_ToruńGł._IławaGł._OlsztynGł.
65102/3,IC,MAMRY,WrocławGł._Leszno_PoznańGł._Gniezno_Inowrocław_ToruńGł._IławaGł._OlsztynGł._Giżycko
65102/3,IC,MAMRY,WrocławGł._Leszno_PoznańGł._Gniezno_Inowrocław_ToruńGł._IławaGł._OlsztynGł._Giżycko
65102/3,IC,MAMRY,WrocławGł._Leszno_PoznańGł._Gniezno_Inowrocław_ToruńGł._IławaGł._OlsztynGł.
65150/1,IC,LEDNICA,WrocławGł._Leszno_PoznańGł._Inowrocław_BydgoszczGł._Tczew_GdyniaGł.
6520/1,IC,SŁOWACKI,WrocławGł._OleśnicaRataje_Krotoszyn_OstrówWlkp._ZduńskaWola_ŁódźWidzew_Koluszki_Skierniewice_WarszawaCentr._Tłuszcz_Małkinia_Białystok_Grajewo_Ełk
66104,IC,MEHOFFER,JeleniaGóra_WałbrzychGł._WrocławGł.
66150,IC,ŚNIEŻKA,Kudowa_Zdrój_KłodzkoMiasto_KamieniecZąbkowicki_WrocławGł.
68100/1,IC,BOSMAN,WrocławGł._Rawicz_Leszno_PoznańGł._PiłaGł._Białogard_Kołobrzeg
68100/1,IC,BOSMAN,WrocławGł._Leszno_PoznańGł._PiłaGł._Białogard_Kołobrzeg
68102/3,IC,SZKUNER,WrocławGł._Leszno_PoznańGł._PiłaGł._Koszalin_Słupsk
68104/5,IC,SWAROŻYC,WrocławGł._ZielonaGóraGł._Kostrzyn_SzczecinDąbie_SzczecinGł.
68154/5,IC,SWAROŻYC,WrocławGł._Głogów_ZielonaGóraGł._Kostrzyn_SzczecinDąbie_Kołobrzeg
68176/7,IC,JAMNO,WrocławGł._Leszno_PoznańGł._PiłaGł._Koszalin_Słupsk_Ustka
71100/1,IC,DIONIZOS,ZielonaGóraGł._Zbąszynek_PoznańGł._Września_Kutno_Sochaczew_WarszawaCentr._WarszawaWsch.
71100/1,IC,DIONIZOS,ZielonaGóraGł._Zbąszynek_PoznańGł._Września_Kutno_Sochaczew_WarszawaCentr._WarszawaWsch.
71102/3,IC,ZIELONOGÓRZANIN,ZielonaGóraGł._Zbąszynek_PoznańGł._Gniezno_InowrocławRąbinek_PiotrkówKuj._Kutno_Sochaczew_WarszawaCentr._WarszawaWsch.
71104/5,IC,WARTA,PoznańGł._Września_Konin_Kutno_Sochaczew_WarszawaCentr._WarszawaWsch.
7200/1,IC,HETMAN,ZielonaGóraGł._Legnica_WrocławGł._OpoleGł._Gliwice_Katowice_KrakówGł._Tarnów_RzeszówGł._Leżajsk_StalowaWolaRozwadów_Kraśnik_LublinGł.
72100/1,IC,LUBUSZANIN,ZielonaGóraGł._Zbąszynek_PoznańGł._Września_Konin_Kutno_Sochaczew_WarszawaCentr._Otwock_Pilawa_Dęblin_PuławyMiasto_LublinGł.
72102/3,IC,WIENIAWSKI,PoznańGł._Jarocin_Kalisz_ZduńskaWola_Pabianice_ŁódźWidzew_TomaszówMaz._RadomGł._PuławyMiasto_LublinGł.
7300/1,IC,ŚLĄZAK,PoznańGł._WrocławGł._OpoleGł._Katowice_KrakówGł._RzeszówGł._PrzemyślGł.
73100/1,IC,PUŁASKI,PoznańGł._OstrówWlkp._Kluczbork_CzęstochowaStradom_Zawiercie_Trzebinia_KrakówGł.
73100/1,TLK,PUŁASKI,PoznańGł._OstrówWlkp._Kluczbork_Lubliniec_CzęstochowaStradom_Zawiercie_KrakówGł.
73102/3,IC,WYBICKI,PoznańGł._OstrówWlkp._Kluczbork_CzęstochowaStradom_Zawiercie_Trzebinia_KrakówGł.
73102/3,IC,WYBICKI,PoznańGł._OstrówWlkp._Lubliniec_CzęstochowaStradom_Zawiercie_KrakówGł.
73104/5,IC,MEHOFFER,ZielonaGóraGł._Legnica_WrocławGł._OpoleGł._Lubliniec_CzęstochowaStradom_Koniecpol_KrakówGł._RzeszówGł._PrzemyślGł.
7320/1,IC,CEGIELSKI,PoznańGł._Jarocin_Kalisz_ZduńskaWola_Pabianice_ŁódźWidzew_TomaszówMaz._OpocznoPłd._Miechów_KrakówGł.
7322/3,IC,BARBAKAN,PoznańGł._Września_Konin_Kutno_ŁódźKaliska_ŁódźWidzew_TomaszówMaz._OpocznoPłd._Miechów_KrakówGł.
74100/1,IC,SPODEK,PoznańGł._OstrówWlkp._Kluczbork_Lubliniec_Gliwice_Katowice
74100/1,TLK,SPODEK,PoznańGł._OstrówWlkp._Kluczbork_Lubliniec_Gliwice_Katowice
7500/1,IC,BAŁTYK,PoznańGł._Gniezno_Inowrocław_BydgoszczGł._LaskowicePom._Tczew_GdyniaGł.
75100/1,IC,UKIEL,ZielonaGóraGł._Gniezno_Inowrocław_ToruńGł._IławaGł._OlsztynGł.
75102/3,IC,DRWĘCA,PoznańGł._Gniezno_Inowrocław_ToruńGł._IławaGł._OlsztynGł.
75104/5,IC,BACHUS,ZielonaGóraGł._Zbąszynek_PoznańGł._Inowroclaw_BydgoszczGł._Tczew_GdyniaGł.
75106/7,IC,LEDNICA,PoznańGł._Inowrocław_BydgoszczGł._Tczew_GdyniaGł.
75108/9,IC,STOCZNIOWIEC,ZielonaGóraGł._Gniezno_Inowrocław_BydgoszczGł._Tczew_GdyniaGł.
78101,IC,DIONIZOS,Zbąszynek_Międzyrzecz_Skwierzyna_GorzówWlkp.
78103,IC,LUBUSZANIN,Zbąszynek_Międzyrzecz_Skwierzyna_GorzówWlkp.
78172/3,IC,PRZEMYŚLANIN,PoznańGł._PiłaGł._Koszalin_Słupsk_Ustka
80104,IC,ZAMOYSKI,GorzówWlkp._Krzyż_Trzcianka_PiłaGł.
80150,IC,ROWOKÓŁ,Ustka_Słupsk
8100/1,EIC,CHROBRY,SzczecinGł._Stargard_Krzyż_PoznańGł._Kutno_WarszawaCentr._WarszawaWsch.
81100/1,IC,GAŁCZYŃSKI,SzczecinGł._SzczecinDąbie_Krzyż_PoznańGł._Kutno_Sochaczew_WarszawaCentr._WarszawaWsch.
81100/1,IC,GAŁCZYŃSKI,Świnoujście_WysokaKamieńska_Goleniów_SzczecinGł._SzczecinDąbie_Krzyż_PoznańGł._Kutno_Sochaczew_WarszawaCentr._WarszawaWsch.
81102/3,IC,PODLASIAK,Świnoujście_Goleniów_SzczecinGł._Stargard_Krzyż_PoznańGł._Września_Kutno_Sochaczew_WarszawaCentr._Małkinia_Białystok_Sokółka_Suwałki
81104/5,IC,RYBAK,SzczecinGł._Słupsk_GdyniaGł._Tczew_Elbląg_OlsztynGł._Szczytno_Pisz_Ełk_Białystok
81106/7,IC,MEWA,Świnoujście_Goleniów_SzczecinGł._Stargard_Krzyż_PoznańGł._Września_Konin_Kutno_Sochaczew_WarszawaCentr._WarszawaWsch.
81108/9,IC,WŁÓKNIARZ,SzczecinGł._Stargard_Krzyż_PoznańGł._Jarocin_Kalisz_ZduńskaWola_Pabianice_ŁódźWidzew_ŁódźFabr.
81108/9,TLK,WŁÓKNIARZ,SzczecinGł._Krzyż_PoznańGł._Kalisz_ŁódźFabryczna
81108/9,TLK,WŁÓKNIARZ,PoznańGł._Kalisz_ŁódźFabryczna
81110/1,IC,NOTEĆ,PiłaGł._NakłonadNotecią_BydgoszczGł._ToruńGł._Włocławek_Kutno_Sochaczew_WarszawaGdańska_WarszawaWsch.
81114/5,IC,POBRZEŻE,Kołobrzeg_Koszalin_Słupsk_Lębork_GdyniaGł._Tczew_IławaGł._Ciechanów_WarszawaCentr._Skierniwice_Ł.Widzew_ŁódźFabr.
81150/1,IC,SŁUPIA,Kołobrzegdo.VIiod.IX_Kołobrzegod.VIdo.IX_Koszalin_Słupsk_Lębork_GdyniaGł._Tczew_IławaGł._Ciechanów_WarszawaCentr._Skierniewice_ŁódźWidzew_do.VIiod.IXŁódźKaliska_od.VIdo.IXŁódźKaliska
81152/3,IC,PARSĘTA,Kołobrzeg_UstronieMorskie_Koszalin_Słupsk_Lębork_GdyniaGł._Tczew_IławaGł._Ciechanów_WarszawaCentr._Skierniewice_ŁódźWidzew_ŁódźFabr.
81154/5,IC,LAZUR,Ustka_Słupsk_Lębork_GdyniaGł._Tczew_IławaGł._Ciechanów_WarszawaCentr._Skierniewice_ŁódźWidzew_ŁódźFabr.
81154/5,IC,LAZUR,Ustka_Słupsk_Lębork_GdyniaGł._Tczew_IławaGł._Ciechanów_WarszawaCentr._WarszawaZach.
81170/1,TLK,UZNAM,Świnoujście_Goleniów_SzczecinGł._SzczecinDąbie_Kostrzyn_Zbąszynek_PoznańGł._Kutno_WarszawaCentr._WarszawaWsch.
81170/1,TLK,UZNAM,Świnoujście_Goleniów_SzczecinGł._SzczecinDąbie_Kostrzyn_Zbąszynek_PoznańGł._Kutno_WarszawaGdańska_WarszawaWsch.
81170/1,TLK,UZNAM,Świnoujście_Goleniów_SzczecinGł._Kostrzyn_Zbąszynek_PoznańGł._Kutno_WarszawaCentr._WarszawaWsch.
8150/1,EIC,POSEJDON,Kołobrzeg_Koszalin_Słupsk_Lębork_GdyniaGł._Tczew_IławaGł._WarszawaZach.
82100/1,TLK,STASZIC,SzczecinGł._Wałcz_PiłaGł._BydgoszczGł._ToruńGł._Włocławek_Kutno_WarszawaWsch._Dęblin_LublinGł.
82102/3,TLK,WYCZÓŁKOWSKI,Świnoujście_Goleniów_SzczecinGł.*_Kostrzyn_ZielonaGóraGł._Legnica_WrocławGł._OpoleGł._CzęstochowaStr._Kielce_Radom_LublinGł.
82104/5,IC,ZAMOYSKI,Kołobrzeg_Białogard_PiłaGł._BydgoszczGł._Włocławek_Kutno_Sochaczew_WarszawaCentr._Dęblin_LublinGł._Zawada_HrubieszówMiasto
8300/1,EIP,,Kołobrzeg_Koszalin_Słupsk_GdyniaGł._WarszawaCentr._CMK_KrakówGł.
8304/5,IC,MATEJKO,SzczecinGł._SzczecinDąbie_Rzepin_ZielonaGóraGł._Wołów_WrocławGł._OpoleGł._Kędzierzyn_Koźle_Katowice_KrakówGł._RzeszówGł._PrzemyślGł.
8306/7,IC,MALCZEWSKI,Kołobrzeg_Białogard_PiłaGł._PoznańGł._Leszno_WrocławGł._OpoleGł._Gliwice_Katowice_KrakówGł.
8306/7,IC,MALCZEWSKI,Kołobrzeg_Białogard_PiłaGł._PoznańGł._Leszno_WrocławGł._OpoleGł._Gliwice_Katowice_KrakówGł.
83100/1,IC,GÓRSKI  ,SzczecinGł._Stargard_Krzyż_PoznańGł._Konin_Kutno_Sochaczew_WarszawaCentr._Pilawa_Dęblin_LublinGł._StalowaWolaCharzewice_Tarnobrzeg_RzeszówGł.
83102/3,IC,OSTERWA,SzczecinGł._Stargard_Krzyż_PoznańGł._OstrówWlkp._Lubliniec_Gliwice_Katowice_Trzebinia_KrakówGł.
83102/3,IC,OSTERWA,SzczecinGł._Stargard_PoznańGł._OstrówWlkp._Lubliniec_Gliwice_Katowice_KrakówGł.
83104/5,IC,CHEŁMOŃSKI,Świnoujście_SzczecinDąbie_ZielonaGóraGł._Legnica_WrocławGł._OpoleGł._Kędzierzyn_Koźle_Katowice_KrakówGł.
83106/7,IC,ZEFIR,PiłaGł._PoznańGł._OstrówWlkp._Kępno_CzęstochowaStr._Koniecpol_Miechów_KrakówGł.
83150/1,IC,KRAKOWIANKA,Kołobrzeg_Białogard_PiłaGł._PoznańGł._Leszno_WrocławGł._OpoleGł._Gliwice_Katowice_Trzebinia_KrakówGł.
83152/3,TLK,LUBOMIRSKI,Kołobrzeg_GdyniaGł._Tczew_IławaGł._WarszawaZach._WłoszczowaPółnoc_KrakówGł.
83156/7,IC,JAMNO,Ustka_Słupsk_Koszalin_PiłaGł._PoznańGł._Leszno_WrocławGł._OpoleGł._Lubliniec_CzęstochowaStradom_Koniecpol_KrakówGł.
83170/1,TLK,USTRONIE,Kołobrzeg_Słupsk_GdyniaGł._Tczew_IławaGł._WarszawaWsch._Dęblin_Radom_SkarżyskoKam._Kielce_KrakówGł.
83170/1,TLK,USTRONIE,Kołobrzeg_Słupsk_GdyniaGł._Tczew_IławaGł._WarszawaWsch._Radom_SkarżyskoKam._Kielce_KrakówGł.
83172/3,IC,PRZEMYŚLANIN,Świnoujście_Goleniów_SzczecinGł._Stargard_PoznańGł._Leszno_WrocławGł._Gliwice_Katowice_KrakówGł._RzeszówGł._PrzemyślGł.
83174/5,TLK,WOLIN ,Świnoujście_SzczecinDąbie_Kostrzyn_ZielonaGóra_Legnica_WrocławGł._StrzelceOpolskie_Gliwice_Katowice_KrakówGł.
83190/1,IC,BURSZTYN,Kołobrzeg_Białogard_PiłaGł._BydgoszczGł._ŁódźWidzew_PiotrówTryb._Częstochowa_Zawiercie_Trzebinia_KrakówGł.
83192/3,IC,PODHALANIN,SzczecinGł._SzczecinDąbie_Krzyż_PoznańGł._ŚrodaWlkp._OstrówWlkp._Lubliniec_Gliwice_Katowice_Bielsko_BiałaGł._Wadowice_Chabówka_Zakopane
8340/1,EIP,,Kołobrzeg_Koszalin_Słupsk_GdyniaGł._Tczew_IławaGł._WarszawaCentr._CMK_KrakówGł.
84100/1,IC,GWAREK,Słupsk_Koszalin_PiłaGł._PoznańGł._Leszno_WrocławGł._OpoleGł._Katowice
84102/3,IC,SZYNDZIELNIA,Ustka_Słupsk_Koszalin_PiłaGł._PoznańGł._Leszno_WrocławGł._OpoleGł._Kędzierzyn_Koźle_Rybnik_Bielsko_BiałaGł.
84150/1,IC,GWAREK,Ustka_Słupsk_Koszalin_PiłaGł._PoznańGł._Leszno_WrocławGł._OpoleGł._Katowice
8450/1,EIC,FREGATA,Kołobrzeg_UstronieMorskie_Koszalin_Słupsk_Lębork_GdyniaGł._WarszawaCentr._CMK_SosnowiecGł._Katowice_Tychy_Bielsko_BiałaGł.
85100/1,IC,ALBATROS,SzczecinGł._Koszalin_Słupsk_GdańskGł.
85102/3,IC,ŻUŁAWY,SzczecinGł._Słupsk_GdyniaGł._Tczew_Malbork_Elbląg_OlsztynGł.
85104/5,IC,BRYZA,SzczecinGł._Słupsk_GdyniaGł._Tczew_Malbork_IławaGł._OlsztynGł.
85106/7,IC,GRYF,SzczecinGł._Słupsk_GdyniaGł._Tczew_Malbork_Elbląg_OlsztynGł.
85108/9,IC,STAŃCZYK,SzczecinGł._Słupsk_GdyniaGł._Tczew_Malbork_Elbląg_OlsztynGł.
85108/9,IC,STAŃCZYK,SzczecinGł._Słupsk_GdyniaGł._Tczew_Malbork_Elbląg_OlsztynGł.
85110/1,TLK,BORY TUCHOLSKIE,Kostrzyn_GorzówWlkp._Krzyż_PiłaGł._Chojnice_Tczew_GdyniaGł.
86100/1,IC,BOSMAN,Kołobrzeg_Białogard_PiłaGł._PoznańGł._Leszno_Rawicz_WrocławGł.
86100/1,IC,BOSMAN,Kołobrzeg_Białogard_PiłaGł._PoznańGł._Leszno_WrocławGł.
86102/3,IC,SZKUNER,Słupsk_Koszalin_PiłaGł._PoznańGł._Leszno_WrocławGł.
86104/5,IC,SWAROŻYC,SzczecinGł._SzczecinDąbie_Kostrzyn_ZielonaGóraGł._WrocławGł.
86154/5,IC,SWAROŻYC,Kołobrzeg_SzczecinDąbie_Kostrzyn_ZielonaGóraGł._WrocławGł.
86156/7,IC,JAMNO,Ustka_Słupsk_Koszalin_PiłaGł._PoznańGł._Leszno_WrocławGł._OpoleGł._Lubliniec_CzęstochowaStradom_Koniecpol_WrocławGł.
87100,IC,DIONIZOS,GorzówWlkp._Skwierzyna_Międzyrzecz_Zbąszynek
87102,IC,LUBUSZANIN,GorzówWlkp._Skwierzyna_Międzyrzecz_Zbąszynek
87172/3,IC,PRZEMYŚLANIN,Ustka_Słupsk_Koszalin_PiłaGł._PoznańGł.
88105,IC,ZAMOYSKI,PiłaGł._Trzcianka_Krzyż_GorzówWlkp.
88150,IC,ROWOKÓŁ,Słupsk_Ustka
9102/3,IC,ŁĘCKA,ŁódźFabr._Skierniewice_Koluszki_WarszawaGdańska_WarszawaWsch.
9102/3,IC,ŁĘCKA,ŁódźFabr._Skierniewice_Koluszki_WarszawaGdańska_WarszawaWsch.
9104/5,IC,PRZĄŚNICZKA,ŁódźFabr._Koluszki_Skierniewice_WarszawaGdańska_WarszawaWsch.
9106/7,IC,RUBINSTEIN,ŁódźFabr._ŁódźWidzew_Skierniewice_WarszawaCentr._WarszawaWsch.
9108/9,IC,JAGNA,ŁódźFabr._Koluszki_Skierniewice_WarszawaGł.
9108/9,IC,JAGNA,ŁódźFabr._Koluszki_Skierniewice_WarszawaGł.
9110/1,IC,TUWIM,ŁódźFabr._Koluszki_Skierniewice_WarszawaGł.
91100/1,IC,ŁODZIANIN,ŁódźFabr._ŁódźWidzew_Koluszki_Skierniewice_WarszawaGdańska_WarszawaWsch.
9112/3,IC,SOPLICA,ŁódźFabr._Koluszki_Skierniewice_WarszawaGdańska_WarszawaWsch.
91130/1,IC,ZOSIA,ŁódźFabr._ŁódźWidzew_Koluszki_Skierniewice_WarszawaCentr._WarszawaWsch.
91132/3,IC,KORCZAK,ŁódźFabr._ŁódźWidzew_Koluszki_Skierniewice_WarszawaCentr._WarszawaWsch.
91132/3,IC,,ŁódźFabr._ŁódźWidzew_Koluszki_Skierniewice_WarszawaCentr._WarszawaWsch.
